sell_order,case_id,type,size2,size1,size0,eva_price,tumbon,aumper,province,deed_number,pay_down,sell_table,status,max_price,announce_date,img,link,page,lat,lon,lastSta_date,lastSta_detail,bid_dates,bid_time,discount_factor,current_price,img0,timestamp,img1
2 - 1,พE.9/2564,ที่ดินพร้อมสิ่งปลูกสร้าง,0,1,0.0,35607241.2,ลาดยาว(บางซื่อฝั่งเหนือ),บางเขน(บางซื่อ),กรุงเทพมหานคร,134747,2500000.0,"{'1': {'date': '12/07/2567', 'sta': '-'}, '2': {'date': '02/08/2567', 'sta': '-'}, '3': {'date': '23/08/2567', 'sta': '-'}, '4': {'date': '13/09/2567', 'sta': '-'}, '5': {'date': '04/10/2567', 'sta': '-'}, '6': {'date': '25/10/2567', 'sta': '-'}}",ปลอดการจำนอง,35607241.0,07-06-2567,['https://asset.led.go.th/PPKPicture/2567/04-2567/30/134747p.jpg'],https://asset.led.go.th/newbid-old/asset_open.asp?law_suit_no=%BEE.9&law_suit_year=2564&deed_no=134747&addrno=%E4%C1%E8%BB%C3%D2%A1%AF%E0%C5%A2%B7%D0%E0%BA%D5%C2%B9,32/1,13.80689639,100.52183668,20240802.0,-,"['20240712', '20240802', '20240823', '20240913', '20241004', '20241025']",2.0,0.0,35607241.0,https://asset.led.go.th/PPKPicture/2567/04-2567/30/134747p.jpg,2024-07-12,
2 - 1,7499/2541,ที่ดินว่างเปล่า,0,1,52.0,16152000.0,สวนหลวง(บางจาก),พระโขนง,กรุงเทพมหานคร,46868,2500000.0,"{'1': {'date': '03/05/2567', 'sta': 'งดขายไม่มีผู้สู้ราคา'}, '2': {'date': '24/05/2567', 'sta': 'งดขายไม่มีผู้สู้ราคา'}, '3': {'date': '14/06/2567', 'sta': 'งดขายไม่มีผู้สู้ราคา'}, '4': {'date': '05/07/2567', 'sta': 'งดขายไม่มีผู้สู้ราคา'}, '5': {'date': '26/07/2567', 'sta': '-'}, '6': {'date': '16/08/2567', 'sta': '-'}}",ปลอดการจำนอง,30588300.0,28-03-2567,['https://asset.led.go.th/PPKPicture/2567/02-2567/29/46868p.jpg'],https://asset.led.go.th/newbid-old/asset_open.asp?law_suit_no=7499&law_suit_year=2541&deed_no=46868&addrno=-,33/1,13.71074207,100.61254574,20240726.0,-,"['20240503', '20240524', '20240614', '20240705', '20240726', '20240816']",5.0,4.0,21411810.0,https://asset.led.go.th/PPKPicture/2567/02-2567/29/46868p.jpg,2024-07-12,
2 - 1,7499/2541,ที่ดินว่างเปล่า,0,0,17.0,16152000.0,สวนหลวง(บางจาก),พระโขนง,กรุงเทพมหานคร,46880,2500000.0,"{'1': {'date': '03/05/2567', 'sta': 'งดขายไม่มีผู้สู้ราคา'}, '2': {'date': '24/05/2567', 'sta': 'งดขายไม่มีผู้สู้ราคา'}, '3': {'date': '14/06/2567', 'sta': 'งดขายไม่มีผู้สู้ราคา'}, '4': {'date': '05/07/2567', 'sta': 'งดขายไม่มีผู้สู้ราคา'}, '5': {'date': '26/07/2567', 'sta': '-'}, '6': {'date': '16/08/2567', 'sta': '-'}}",ปลอดการจำนอง,30588300.0,28-03-2567,['https://asset.led.go.th/PPKPicture/2567/02-2567/29/46868p.jpg'],https://asset.led.go.th/newbid-old/asset_open.asp?law_suit_no=7499&law_suit_year=2541&deed_no=46880&addrno=-,34/1,13.71116165,100.61271135,20240726.0,-,"['20240503', '20240524', '20240614', '20240705', '20240726', '20240816']",5.0,4.0,21411810.0,https://asset.led.go.th/PPKPicture/2567/02-2567/29/46868p.jpg,2024-07-12,
2 - 1,7499/2541,ที่ดินว่างเปล่า,0,1,37.0,16152000.0,สวนหลวง(บางจาก),พระโขนง,กรุงเทพมหานคร,46881,2500000.0,"{'1': {'date': '03/05/2567', 'sta': 'งดขายไม่มีผู้สู้ราคา'}, '2': {'date': '24/05/2567', 'sta': 'งดขายไม่มีผู้สู้ราคา'}, '3': {'date': '14/06/2567', 'sta': 'งดขายไม่มีผู้สู้ราคา'}, '4': {'date': '05/07/2567', 'sta': 'งดขายไม่มีผู้สู้ราคา'}, '5': {'date': '26/07/2567', 'sta': '-'}, '6': {'date': '16/08/2567', 'sta': '-'}}",ปลอดการจำนอง,30588300.0,28-03-2567,['https://asset.led.go.th/PPKPicture/2567/02-2567/29/46881p.jpg'],https://asset.led.go.th/newbid-old/asset_open.asp?law_suit_no=7499&law_suit_year=2541&deed_no=46881&addrno=-,35/1,13.71145385,100.61278474,20240726.0,-,"['20240503', '20240524', '20240614', '20240705', '20240726', '20240816']",5.0,4.0,21411810.0,https://asset.led.go.th/PPKPicture/2567/02-2567/29/46881p.jpg,2024-07-12,
2 - 2,4712/2551,ที่ดินว่างเปล่า,0,2,29.7,13782000.0,สามเสนใน,พญาไท,กรุงเทพฯ,2768,1000000.0,"{'1': {'date': '05/04/2567', 'sta': 'งดขาย'}, '2': {'date': '26/04/2567', 'sta': 'งดขายไม่มีผู้สู้ราคา'}, '3': {'date': '17/05/2567', 'sta': 'งดขายไม่มีผู้สู้ราคา'}, '4': {'date': '07/06/2567', 'sta': 'งดขายไม่มีผู้สู้ราคา'}, '5': {'date': '28/06/2567', 'sta': 'งดขายไม่มีผู้สู้ราคา'}, '6': {'date': '19/07/2567', 'sta': '-'}}",ปลอดการจำนอง,14815650.0,08-03-2567,['https://asset.led.go.th/PPKPicture/2566/10-2566/30/2768p.jpg'],https://asset.led.go.th/newbid-old/asset_open.asp?law_suit_no=4712&law_suit_year=2551&deed_no=2768&addrno=-,36/1,13.79115081,100.55842685,20240719.0,-,"['20240405', '20240426', '20240517', '20240607', '20240628', '20240719']",6.0,4.0,10370955.0,https://asset.led.go.th/PPKPicture/2566/10-2566/30/2768p.jpg,2024-07-12,
2 - 2,ผบE.819/2566,ห้องชุด,0,0,44.22,3011382.0,สามเสนนอก(บางซื่อฝั่งใต้),บางกะปิ(บางซื่อ),กรุงเทพมหานคร,"37100,37101,37102",250000.0,"{'1': {'date': '09/08/2567', 'sta': '-'}, '2': {'date': '30/08/2567', 'sta': '-'}, '3': {'date': '20/09/2567', 'sta': '-'}, '4': {'date': '11/10/2567', 'sta': '-'}, '5': {'date': '01/11/2567', 'sta': '-'}, '6': {'date': '22/11/2567', 'sta': '-'}}",ปลอดการจำนอง,3011382.0,09-07-2567,['https://asset.led.go.th/PPKPicture/2567/05-2567/31/c17-58p.jpg'],"https://asset.led.go.th/newbid-old/asset_open.asp?law_suit_no=%BC%BAE.819&law_suit_year=2566&deed_no=37100,37101,37102&addrno=17/58",37/1,13.81379264,100.59554495,20240809.0,-,"['20240809', '20240830', '20240920', '20241011', '20241101', '20241122']",1.0,0.0,3011382.0,https://asset.led.go.th/PPKPicture/2567/05-2567/31/c17-58p.jpg,2024-07-12,
2 - 2,มย.194/2559,ห้องชุด,0,0,343.32,14878990.0,ลาดยาว,จตุจักร(บางซื่อ),กรุงเทพมหานคร,"7247,169269-169275,169290",1000000.0,"{'1': {'date': '28/06/2567', 'sta': 'งดขายไม่มีผู้สู้ราคา'}, '2': {'date': '19/07/2567', 'sta': '-'}, '3': {'date': '09/08/2567', 'sta': '-'}, '4': {'date': '30/08/2567', 'sta': '-'}, '5': {'date': '20/09/2567', 'sta': '-'}, '6': {'date': '11/10/2567', 'sta': '-'}}",ปลอดการจำนอง,16645778.0,14-05-2567,['https://asset.led.go.th/PPKPicture/2567/04-2567/11/c3322-4p.jpg'],"https://asset.led.go.th/newbid-old/asset_open.asp?law_suit_no=%C1%C2.194&law_suit_year=2559&deed_no=7247,169269-169275,169290&addrno=3322/11",38/1,13.82360215,100.56013804,20240719.0,-,"['20240628', '20240719', '20240809', '20240830', '20240920', '20241011']",2.0,1.0,14981200.0,https://asset.led.go.th/PPKPicture/2567/04-2567/11/c3322-4p.jpg,2024-07-12,
2 - 3,มย.194/2559,ห้องชุด,0,0,156.9,6872685.0,ลาดยาว,จตุจักร(บางซื่อ),กรุงเทพมหานคร,"7247,169269-169275,169290",500000.0,"{'1': {'date': '28/06/2567', 'sta': 'งดขายไม่มีผู้สู้ราคา'}, '2': {'date': '19/07/2567', 'sta': '-'}, '3': {'date': '09/08/2567', 'sta': '-'}, '4': {'date': '30/08/2567', 'sta': '-'}, '5': {'date': '20/09/2567', 'sta': '-'}, '6': {'date': '11/10/2567', 'sta': '-'}}",ปลอดการจำนอง,7619350.0,14-05-2567,['https://asset.led.go.th/PPKPicture/2567/04-2567/11/c3322-4p.jpg'],"https://asset.led.go.th/newbid-old/asset_open.asp?law_suit_no=%C1%C2.194&law_suit_year=2559&deed_no=7247,169269-169275,169290&addrno=3322/13",39/1,13.82360215,100.56013804,20240719.0,-,"['20240628', '20240719', '20240809', '20240830', '20240920', '20241011']",2.0,1.0,6857415.0,https://asset.led.go.th/PPKPicture/2567/04-2567/11/c3322-4p.jpg,2024-07-12,
2 - 4,มย.194/2559,ห้องชุด,0,0,168.48,7349515.0,ลาดยาว,จตุจักร(บางซื่อ),กรุงเทพมหานคร,"7247,169269-169275,169290",500000.0,"{'1': {'date': '28/06/2567', 'sta': 'งดขายไม่มีผู้สู้ราคา'}, '2': {'date': '19/07/2567', 'sta': '-'}, '3': {'date': '09/08/2567', 'sta': '-'}, '4': {'date': '30/08/2567', 'sta': '-'}, '5': {'date': '20/09/2567', 'sta': '-'}, '6': {'date': '11/10/2567', 'sta': '-'}}",ปลอดการจำนอง,8130930.0,14-05-2567,['https://asset.led.go.th/PPKPicture/2567/04-2567/11/c3322-4p.jpg'],"https://asset.led.go.th/newbid-old/asset_open.asp?law_suit_no=%C1%C2.194&law_suit_year=2559&deed_no=7247,169269-169275,169290&addrno=3322/14",40/1,13.82360215,100.56013804,20240719.0,-,"['20240628', '20240719', '20240809', '20240830', '20240920', '20241011']",2.0,1.0,7317837.0,https://asset.led.go.th/PPKPicture/2567/04-2567/11/c3322-4p.jpg,2024-07-12,
2 - 5,มย.194/2559,ห้องชุด,0,0,161.24,7018440.0,ลาดยาว,จตุจักร(บางซื่อ),กรุงเทพมหานคร,"7247,169269-169275,169290",500000.0,"{'1': {'date': '28/06/2567', 'sta': 'งดขายไม่มีผู้สู้ราคา'}, '2': {'date': '19/07/2567', 'sta': '-'}, '3': {'date': '09/08/2567', 'sta': '-'}, '4': {'date': '30/08/2567', 'sta': '-'}, '5': {'date': '20/09/2567', 'sta': '-'}, '6': {'date': '11/10/2567', 'sta': '-'}}",ปลอดการจำนอง,7740680.0,14-05-2567,['https://asset.led.go.th/PPKPicture/2567/04-2567/11/c3322-4p.jpg'],"https://asset.led.go.th/newbid-old/asset_open.asp?law_suit_no=%C1%C2.194&law_suit_year=2559&deed_no=7247,169269-169275,169290&addrno=3322/15",41/1,13.82360215,100.56013804,20240719.0,-,"['20240628', '20240719', '20240809', '20240830', '20240920', '20241011']",2.0,1.0,6966612.0,https://asset.led.go.th/PPKPicture/2567/04-2567/11/c3322-4p.jpg,2024-07-12,
2 - 6,มย.194/2559,ห้องชุด,0,0,164.78,7166040.0,ลาดยาว,จตุจักร(บางซื่อ),กรุงเทพมหานคร,"7247,169269-169275,169290",500000.0,"{'1': {'date': '28/06/2567', 'sta': 'งดขายไม่มีผู้สู้ราคา'}, '2': {'date': '19/07/2567', 'sta': '-'}, '3': {'date': '09/08/2567', 'sta': '-'}, '4': {'date': '30/08/2567', 'sta': '-'}, '5': {'date': '20/09/2567', 'sta': '-'}, '6': {'date': '11/10/2567', 'sta': '-'}}",ปลอดการจำนอง,7900980.0,14-05-2567,['https://asset.led.go.th/PPKPicture/2567/04-2567/11/c3322-4p.jpg'],"https://asset.led.go.th/newbid-old/asset_open.asp?law_suit_no=%C1%C2.194&law_suit_year=2559&deed_no=7247,169269-169275,169290&addrno=3322/16",42/1,13.82360215,100.56013804,20240719.0,-,"['20240628', '20240719', '20240809', '20240830', '20240920', '20241011']",2.0,1.0,7110882.0,https://asset.led.go.th/PPKPicture/2567/04-2567/11/c3322-4p.jpg,2024-07-12,
2 - 7,มย.194/2559,ห้องชุด,0,0,205.84,8566060.0,ลาดยาว,จตุจักร(บางซื่อ),กรุงเทพมหานคร,"7247,169269-169275,169290",500000.0,"{'1': {'date': '28/06/2567', 'sta': 'งดขายไม่มีผู้สู้ราคา'}, '2': {'date': '19/07/2567', 'sta': '-'}, '3': {'date': '09/08/2567', 'sta': '-'}, '4': {'date': '30/08/2567', 'sta': '-'}, '5': {'date': '20/09/2567', 'sta': '-'}, '6': {'date': '11/10/2567', 'sta': '-'}}",ปลอดการจำนอง,9426070.0,14-05-2567,['https://asset.led.go.th/PPKPicture/2567/04-2567/11/c3322-4p.jpg'],"https://asset.led.go.th/newbid-old/asset_open.asp?law_suit_no=%C1%C2.194&law_suit_year=2559&deed_no=7247,169269-169275,169290&addrno=3322/17",43/1,13.82360215,100.56013804,20240719.0,-,"['20240628', '20240719', '20240809', '20240830', '20240920', '20241011']",2.0,1.0,8483463.0,https://asset.led.go.th/PPKPicture/2567/04-2567/11/c3322-4p.jpg,2024-07-12,
2 - 8,มย.194/2559,ห้องชุด,0,0,205.48,8551840.0,ลาดยาว,จตุจักร(บางซื่อ),กรุงเทพมหานคร,"7247,169269-169275,169290",500000.0,"{'1': {'date': '28/06/2567', 'sta': 'งดขายไม่มีผู้สู้ราคา'}, '2': {'date': '19/07/2567', 'sta': '-'}, '3': {'date': '09/08/2567', 'sta': '-'}, '4': {'date': '30/08/2567', 'sta': '-'}, '5': {'date': '20/09/2567', 'sta': '-'}, '6': {'date': '11/10/2567', 'sta': '-'}}",ปลอดการจำนอง,9410560.0,14-05-2567,['https://asset.led.go.th/PPKPicture/2567/04-2567/11/c3322-4p.jpg'],"https://asset.led.go.th/newbid-old/asset_open.asp?law_suit_no=%C1%C2.194&law_suit_year=2559&deed_no=7247,169269-169275,169290&addrno=3322/19",44/1,13.82360215,100.56013804,20240719.0,-,"['20240628', '20240719', '20240809', '20240830', '20240920', '20241011']",2.0,1.0,8469504.0,https://asset.led.go.th/PPKPicture/2567/04-2567/11/c3322-4p.jpg,2024-07-12,
2 - 9,มย.194/2559,ห้องชุด,0,0,175.93,7578910.0,ลาดยาว,จตุจักร(บางซื่อ),กรุงเทพมหานคร,"7247,169269-169275,169290",500000.0,"{'1': {'date': '28/06/2567', 'sta': 'งดขายไม่มีผู้สู้ราคา'}, '2': {'date': '19/07/2567', 'sta': '-'}, '3': {'date': '09/08/2567', 'sta': '-'}, '4': {'date': '30/08/2567', 'sta': '-'}, '5': {'date': '20/09/2567', 'sta': '-'}, '6': {'date': '11/10/2567', 'sta': '-'}}",ปลอดการจำนอง,8294750.0,14-05-2567,['https://asset.led.go.th/PPKPicture/2567/04-2567/11/c3322-4p.jpg'],"https://asset.led.go.th/newbid-old/asset_open.asp?law_suit_no=%C1%C2.194&law_suit_year=2559&deed_no=7247,169269-169275,169290&addrno=3322/21",45/1,13.82360215,100.56013804,20240719.0,-,"['20240628', '20240719', '20240809', '20240830', '20240920', '20241011']",2.0,1.0,7465275.0,https://asset.led.go.th/PPKPicture/2567/04-2567/11/c3322-4p.jpg,2024-07-12,
2 - 10,มย.194/2559,ห้องชุด,0,0,171.68,7404660.0,ลาดยาว,จตุจักร(บางซื่อ),กรุงเทพมหานคร,"7247,169269-169275,169290",500000.0,"{'1': {'date': '28/06/2567', 'sta': 'งดขายไม่มีผู้สู้ราคา'}, '2': {'date': '19/07/2567', 'sta': '-'}, '3': {'date': '09/08/2567', 'sta': '-'}, '4': {'date': '30/08/2567', 'sta': '-'}, '5': {'date': '20/09/2567', 'sta': '-'}, '6': {'date': '11/10/2567', 'sta': '-'}}",ปลอดการจำนอง,8108600.0,14-05-2567,['https://asset.led.go.th/PPKPicture/2567/04-2567/11/c3322-4p.jpg'],"https://asset.led.go.th/newbid-old/asset_open.asp?law_suit_no=%C1%C2.194&law_suit_year=2559&deed_no=7247,169269-169275,169290&addrno=3322/22",46/1,13.82360215,100.56013804,20240719.0,-,"['20240628', '20240719', '20240809', '20240830', '20240920', '20241011']",2.0,1.0,7297740.0,https://asset.led.go.th/PPKPicture/2567/04-2567/11/c3322-4p.jpg,2024-07-12,
2 - 11,มย.194/2559,ห้องชุด,0,0,159.11,6966780.0,ลาดยาว,จตุจักร(บางซื่อ),กรุงเทพมหานคร,"7247,169269-169275,169290",500000.0,"{'1': {'date': '28/06/2567', 'sta': 'งดขายไม่มีผู้สู้ราคา'}, '2': {'date': '19/07/2567', 'sta': '-'}, '3': {'date': '09/08/2567', 'sta': '-'}, '4': {'date': '30/08/2567', 'sta': '-'}, '5': {'date': '20/09/2567', 'sta': '-'}, '6': {'date': '11/10/2567', 'sta': '-'}}",ปลอดการจำนอง,7723590.0,14-05-2567,['https://asset.led.go.th/PPKPicture/2567/04-2567/11/c3322-4p.jpg'],"https://asset.led.go.th/newbid-old/asset_open.asp?law_suit_no=%C1%C2.194&law_suit_year=2559&deed_no=7247,169269-169275,169290&addrno=3322/23",47/1,13.82360215,100.56013804,20240719.0,-,"['20240628', '20240719', '20240809', '20240830', '20240920', '20241011']",2.0,1.0,6951231.0,https://asset.led.go.th/PPKPicture/2567/04-2567/11/c3322-4p.jpg,2024-07-12,
2 - 12,มย.194/2559,ห้องชุด,0,0,159.11,6966780.0,ลาดยาว,จตุจักร(บางซื่อ),กรุงเทพมหานคร,"7247,169269-169275,169290",500000.0,"{'1': {'date': '28/06/2567', 'sta': 'งดขายไม่มีผู้สู้ราคา'}, '2': {'date': '19/07/2567', 'sta': '-'}, '3': {'date': '09/08/2567', 'sta': '-'}, '4': {'date': '30/08/2567', 'sta': '-'}, '5': {'date': '20/09/2567', 'sta': '-'}, '6': {'date': '11/10/2567', 'sta': '-'}}",ปลอดการจำนอง,7723590.0,14-05-2567,['https://asset.led.go.th/PPKPicture/2567/04-2567/11/c3322-4p.jpg'],"https://asset.led.go.th/newbid-old/asset_open.asp?law_suit_no=%C1%C2.194&law_suit_year=2559&deed_no=7247,169269-169275,169290&addrno=3322/24",48/1,13.82360215,100.56013804,20240719.0,-,"['20240628', '20240719', '20240809', '20240830', '20240920', '20241011']",2.0,1.0,6951231.0,https://asset.led.go.th/PPKPicture/2567/04-2567/11/c3322-4p.jpg,2024-07-12,
2 - 13,มย.194/2559,ห้องชุด,0,0,166.22,7231230.0,ลาดยาว,จตุจักร(บางซื่อ),กรุงเทพมหานคร,"7247,169269-169275,169290",500000.0,"{'1': {'date': '28/06/2567', 'sta': 'งดขายไม่มีผู้สู้ราคา'}, '2': {'date': '19/07/2567', 'sta': '-'}, '3': {'date': '09/08/2567', 'sta': '-'}, '4': {'date': '30/08/2567', 'sta': '-'}, '5': {'date': '20/09/2567', 'sta': '-'}, '6': {'date': '11/10/2567', 'sta': '-'}}",ปลอดการจำนอง,7977200.0,14-05-2567,['https://asset.led.go.th/PPKPicture/2567/04-2567/11/c3322-4p.jpg'],"https://asset.led.go.th/newbid-old/asset_open.asp?law_suit_no=%C1%C2.194&law_suit_year=2559&deed_no=7247,169269-169275,169290&addrno=3322/25",49/1,13.82360215,100.56013804,20240719.0,-,"['20240628', '20240719', '20240809', '20240830', '20240920', '20241011']",2.0,1.0,7179480.0,https://asset.led.go.th/PPKPicture/2567/04-2567/11/c3322-4p.jpg,2024-07-12,
